id,question,ex_or_im,story_section,reference_answer1,reference_answer2,generated_answer,rouge1_a1,rouge2_a1,rougeL_a1,rougeLsum_a1,rouge1_a2,rouge2_a2,rougeL_a2,rougeLsum_a2,bleu_a1,precisions_a1,brevity_penalty_a1,length_ratio_a1,translation_length_a1,reference_length_a1,bleu_a2,precisions_a2,brevity_penalty_a2,length_ratio_a2,translation_length_a2,reference_length_a2,bleurt_score_a1,bleurt_score_a2
143,what happened after the bannock fell into the fox's hole ?,implicit,"as for the poor little bannock , it thought that it would creep under a whin bush and lie there till morning , but it was so dark that it never saw that there was a fox 's hole there . so it fell down the fox 's hole , and the fox was very glad to see it , for he had had no food for two days . "" oh , welcome , welcome , "" he cried ; and he snapped it through the middle with his teeth , and that was the end of the poor wee bannock . and if a moral be wanted for this tale , here it is : that peopl",the fox ate the bannock .,the fox ate the bannock .,None of the above choices .,0.20000000000000004,0.0,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.0,0.20000000000000004,0.20000000000000004,0.24446151121745047,"[0.42857142857142855, 0.16666666666666666, 0.2, 0.25]",1.0,1.0,6,6,0.24446151121745047,"[0.42857142857142855, 0.16666666666666666, 0.2, 0.25]",1.0,1.0,6,6,-1.5972816,-1.5972816
144,why did no human foot trod the sand-banks again ?,implicit,"the smoke and the heat nearly killed the eavesdropper in the loft , and in order to catch his breath and get some fresh air , he tried to crawl out of the look - out in the roof ; yet he was of much heavier build than his brother , stuck fast and could move neither in nor out . then he grew frightened and began to scream ; but the goblins screamed much louder , and roared and howled , and thumped and clamored inside and outside the hut . but when the cock crowed they disappeared , and john nicho",they were too scared .,they sank .,None of the above choices .,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22089591134157885,"[0.2857142857142857, 0.16666666666666666, 0.2, 0.25]",1.0,1.2,6,5,0.22089591134157885,"[0.2857142857142857, 0.16666666666666666, 0.2, 0.25]",1.0,2.0,6,3,-1.1610501,-1.4487585
145,how will the princess feel when the king fulfills her request ?,implicit,"besides these , i want a cloak made of a thousand different kinds of skin ; every animal in your kingdom must give a bit of his skin to it . ' but she thought to herself , ' this will be quite impossible , and i shall not have to marry someone i do not care for . ' the king , however , was not to be turned from his purpose , and he commanded the most skilled maidens in his kingdom to weave the three dresses , one as golden as the sun , and one as silver as the moon , and one as shining as the st",surprised .,surprised .,The princess will be happy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2295748846661433,"[0.16666666666666666, 0.2, 0.25, 0.3333333333333333]",1.0,2.5,5,2,0.2295748846661433,"[0.16666666666666666, 0.2, 0.25, 0.3333333333333333]",1.0,2.5,5,2,-1.5260782,-1.5260782
146,how did the bride feel about the dwarf who had been chosen for her husband ?,implicit,"but after her mother had gone , she found so many berries that she forgot to say her verse , and so she was enchanted and taken into the hill . and there no harm had been done her , save that she had lost the top joint of the little finger of her left hand , and the goblins had been kind to her ; yet it had always seemed to her as though something were not as it should be , she felt as though something weighed upon her , and she had suffered greatly from the advances of the dwarf who had been ch",sad .,she had suffered greatly .,She was enchanted and taken into the hill,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.13485111859503685,"[0.1111111111111111, 0.125, 0.14285714285714285, 0.16666666666666666]",1.0,4.0,8,2,0.13485111859503685,"[0.1111111111111111, 0.125, 0.14285714285714285, 0.16666666666666666]",1.0,1.6,8,5,-1.4951651,-1.185866
147,how did the cottager's wife feel when he returned ?,implicit,""" for heaven 's sake , are you back again ? "" asked his wife . "" yes , there was no one there who paid any attention to me , or even so much as looked at me , "" said the man , "" and when people show me so little consideration , it seems as though i have nothing to look for there . "" "" but where are you ? i can hear you , but i can not see you ! "" cried his wife .",shocked .,upset .,None of the above choices .,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22089591134157885,"[0.2857142857142857, 0.16666666666666666, 0.2, 0.25]",1.0,3.0,6,2,0.22089591134157885,"[0.2857142857142857, 0.16666666666666666, 0.2, 0.25]",1.0,3.0,6,2,-1.376226,-1.4289818
148,what happened after the other bannock saw the old man eat one of the bannocks ?,implicit,"while they were toasting , her husband came in from the byre , and sat down to take a rest in his great arm - chair . presently his eyes fell on the bannocks , and , as they looked very good , he broke one through the middle and began to eat it . when the other bannock saw this it determined that it should not have the same fate , so it ran across the kitchen and out of the door as fast as it could . and when the old woman saw it disappearing , she ran after it as fast as her legs would carry he",the other bannock tried to escape .,it ran across the kitchen and out of the door as fast as it could .,It ran across the kitchen and out of the door as fast as it could,0.09523809523809522,0.0,0.09523809523809522,0.09523809523809522,1.0,1.0,1.0,1.0,0.08225964699966554,"[0.125, 0.06666666666666667, 0.07142857142857142, 0.07692307692307693]",1.0,2.142857142857143,15,7,0.8705873459943787,"[0.9375, 0.9333333333333333, 0.9285714285714286, 0.9230769230769231]",0.9355069850316178,0.9375,15,16,-1.149154,1.0342379
149,what will happen after harold sees that paul and lady morna fall in love ?,implicit,"but that was just the very thing that happened . the lady morna , thinking no evil , accepted the countess helga 's invitation , and no sooner had the party arrived back in orkney than paul , charmed with the grace and beauty of the fair irish maiden , fell head over ears in love with her . and the lady morna , from the very first hour that she saw him , returned his love . of course this state of things could not long go on hidden , and when harold realised what had happened his anger and jealo",he will become jealous .,he will feel jealous .,harold will see that paul and lady morna fall in love,0.13333333333333333,0.0,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.0,0.13333333333333333,0.13333333333333333,0.11390778025531027,"[0.16666666666666666, 0.09090909090909091, 0.1, 0.1111111111111111]",1.0,2.2,11,5,0.11390778025531027,"[0.16666666666666666, 0.09090909090909091, 0.1, 0.1111111111111111]",1.0,2.2,11,5,-0.82706577,-0.9220954
150,how did the wife's daughter feel about getting the axe ?,implicit,"with a very ill grace the damsel set forth , grumbling to herself as she went ; for though she wished for the wreath , she did not at all want the trouble of getting it . by the time she reached the spot where her stepfather had been cutting the wood the girl was in a very bad temper indeed , and when she caught sight of the axe , there were the three little doves , with drooping heads and soiled , bedraggled feathers , sitting on the handle . ' you dirty creatures , ' cried she , ' get away at ",annoyed .,upset .,None of the above choices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2295748846661433,"[0.16666666666666666, 0.2, 0.25, 0.3333333333333333]",1.0,2.5,5,2,0.2295748846661433,"[0.16666666666666666, 0.2, 0.25, 0.3333333333333333]",1.0,2.5,5,2,-1.5309131,-1.4502686
151,why did the deer drop wax from her ear ?,implicit,"' it is the man who is lying under the cask , ' answered the leader . ' go and kill him , and then come and eat your food and sleep , for we must be off betimes in the morning . ' so four of them killed the fisher 's son and left him , and then went to bed . by sunrise they were all out of the house , for they had far to go . and when they had disappeared the deer came off the roof , to where the dead man lay , and she shook her head over him , and wax fell from her ear , and he jumped up as wel",used to revive the dead man .,the ear wax can revive the dead .,None of the above choices,0.1818181818181818,0.0,0.1818181818181818,0.1818181818181818,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.1830054742374001,"[0.3333333333333333, 0.2, 0.25, 0.3333333333333333]",0.6703200460356393,0.7142857142857143,5,7,0.14983220973977976,"[0.3333333333333333, 0.2, 0.25, 0.3333333333333333]",0.5488116360940264,0.625,5,8,-1.4938072,-1.4854503
152,how did the young men know what ahti did in the sea ?,implicit,"matte did not understand . he had never read kalevala and knew nothing of the sea gods of old , but the students proceeded to explain to him . ' ahti , ' said they , ' is a mighty king who lives in his dominion of ahtola , and has a rock at the bottom of the sea , and possesses besides a treasury of good things . he rules over all fish and animals of the deep ; he has the finest cows and the swiftest horses that ever chewed grass at the bottom of the ocean . he who stands well with ahti is soon ",they read it in a book .,they read it in a book .,None of the above choices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15388864725803575,"[0.16666666666666666, 0.2, 0.25, 0.3333333333333333]",0.6703200460356393,0.7142857142857143,5,7,0.15388864725803575,"[0.16666666666666666, 0.2, 0.25, 0.3333333333333333]",0.6703200460356393,0.7142857142857143,5,7,-1.1119744,-1.1119744
153,why did harold buy a boat ?,implicit,"so he made haste to hire a boat , and soon he was speeding over the tossing waters on his way to the island of hoy . when he arrived there he hurried up the lonely valley to where the dwarfie stone stood , and he had no difficulty in finding its uncanny occupant , for snorro was standing at the hole that served as a door , his raven on his shoulder , gazing placidly at the setting sun . a curious smile crossed his face when , hearing the sound of approaching footsteps , he turned round and his e",he needed to meet snorro .,to get to the island of hoy .,harold wanted to be a knight,0.1818181818181818,0.0,0.1818181818181818,0.1818181818181818,0.15384615384615383,0.0,0.15384615384615383,0.15384615384615383,0.22089591134157885,"[0.2857142857142857, 0.16666666666666666, 0.2, 0.25]",1.0,1.0,6,6,0.15827883685397307,"[0.2857142857142857, 0.16666666666666666, 0.2, 0.25]",0.7165313105737893,0.75,6,8,-1.1506418,-1.2328415
154,how did the prince feel after he had a dispute with the gentleman ?,implicit,"the king had just awakened from his midday sleep , for it was summer , and everyone rose early and rested from twelve to three , as they do in hot countries . he had dressed himself in cool white clothes , and was passing through the hall on his way to the council chamber , when a number of young nobles suddenly appeared before him , and one amongst them stepped forward and spoke . ' sire , this morning we were all playing tennis in the court , the prince and this gentleman with the rest , when ",angry .,very angry .,The prince felt horrified at the sight .,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16036590969929357,"[0.2222222222222222, 0.125, 0.14285714285714285, 0.16666666666666666]",1.0,4.0,8,2,0.16036590969929357,"[0.2222222222222222, 0.125, 0.14285714285714285, 0.16666666666666666]",1.0,2.6666666666666665,8,3,-0.75883496,-0.4923245
155,"what happened after the deer shook her head over ian, and wax fell from her ear ?",implicit,"' it is the man who is lying under the cask , ' answered the leader . ' go and kill him , and then come and eat your food and sleep , for we must be off betimes in the morning . ' so four of them killed the fisher 's son and left him , and then went to bed . by sunrise they were all out of the house , for they had far to go . and when they had disappeared the deer came off the roof , to where the dead man lay , and she shook her head over him , and wax fell from her ear , and he jumped up as wel",he was alive again .,ian jumped up as well as ever .,the deer jumped up as well as ever,0.0,0.0,0.0,0.0,0.7999999999999999,0.7692307692307692,0.7999999999999999,0.7999999999999999,0.13485111859503685,"[0.1111111111111111, 0.125, 0.14285714285714285, 0.16666666666666666]",1.0,1.6,8,5,0.7259795291154771,"[0.7777777777777778, 0.75, 0.7142857142857143, 0.6666666666666666]",1.0,1.0,8,8,-1.2893044,-0.821178
