id,question,ex_or_im,story_section,reference_answer1,reference_answer2,generated_answer,rouge1_a1,rouge2_a1,rougeL_a1,rougeLsum_a1,rouge1_a2,rouge2_a2,rougeL_a2,rougeLsum_a2,bleu_a1,precisions_a1,brevity_penalty_a1,length_ratio_a1,translation_length_a1,reference_length_a1,bleu_a2,precisions_a2,brevity_penalty_a2,length_ratio_a2,translation_length_a2,reference_length_a2,bertscore_f1_a1,bertscore_f1_a2,bleurt_score_a1,bleurt_score_a2
190,why was the young king very sad ?,implicit,"when he had been home a few days , his mother wanted him to go up to the castle and show the king what a man he had grown to be . his father said : "" no , he had better not do that , for we will have to do without him in the meantime . "" but there was no help for it , the mother begged and pleaded until he went . when he got there he was more splendidly dressed and fitted out than the other king . this did not suit the latter , and he said : "" you can see what my queen looks like , but i can not",he missed his queen .,he had no way of getting back to his wife .,beasts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015401555084618098,"[0.5, 1.0, 1.0, 1.0]",0.01831563888873418,0.2,1,5,3.817663819004394e-05,"[0.5, 1.0, 1.0, 1.0]",4.5399929762484854e-05,0.09090909090909091,1,11,0.8458892703056335,0.8290355205535889,-1.4101691,-1.7527075
191,why was the gentleman in despair on the fourteenth night ?,implicit,"the young man raised his head as if to reply , but the king would not listen , and commanded his guards to put him under arrest , adding , however , that if the prisoner wished to visit any part of the city , he was at liberty to do so properly guarded , and in fifteen days he would be brought to trial before the highest judges in the land . the young man left the king 's presence , surrounded by soldiers , and accompanied by many of his friends , for he was a great favourite . by their advice h",he needed to go to trial the next day .,he would die the next day .,The prisoner went out to take his last walk through the city,0.1904761904761905,0.0,0.1904761904761905,0.1904761904761905,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.11498759556447223,"[0.23076923076923078, 0.08333333333333333, 0.09090909090909091, 0.1]",1.0,1.2,12,10,0.10390302174233558,"[0.15384615384615385, 0.08333333333333333, 0.09090909090909091, 0.1]",1.0,1.7142857142857142,12,7,0.8568969964981079,0.8581923842430115,-0.68162286,-1.0980289
192,why did the happy hunter promise to reward the old man ?,implicit,""" oh , there will be no difficulty about your getting there , "" said the old man ; "" i can soon make something for you to ride on through the sea . "" "" thank you , "" said the happy hunter , "" i shall be very grateful to you if you will be so kind . "" the old man at once set to work , and soon made a basket and offered it to the happy hunter . he received it with joy , and taking it to the water , mounted it , and prepared to start . he bade good by to the kind old man who had helped him so much ",the old man had helped him .,he was joyful and wanted to thank him for his help .,Because he was a good friend,0.0,0.0,0.0,0.0,0.23529411764705885,0.13333333333333333,0.23529411764705885,0.23529411764705885,0.15723447135049806,"[0.14285714285714285, 0.16666666666666666, 0.2, 0.25]",0.846481724890614,0.8571428571428571,6,7,0.10694820729788418,"[0.42857142857142855, 0.3333333333333333, 0.2, 0.25]",0.36787944117144233,0.5,6,12,0.8723549246788025,0.8672440648078918,-0.672583,-0.08505398
193,how did the king feel when his wife died ?,implicit,"there was once upon a time a king who had a wife with golden hair , and she was so beautiful that you could n't find anyone like her in the world . it happened that she fell ill , and when she felt that she must soon die , she sent for the king , and said , ' if you want to marry after my death , make no one queen unless she is just as beautiful as i am , and has just such golden hair as i have . promise me this . ' after the king had promised her this , she closed her eyes and died . for a long",devastated .,he felt very sad .,None of the above choices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2295748846661433,"[0.16666666666666666, 0.2, 0.25, 0.3333333333333333]",1.0,2.5,5,2,0.2295748846661433,"[0.16666666666666666, 0.2, 0.25, 0.3333333333333333]",1.0,1.0,5,5,0.8454979658126831,0.8418650031089783,-1.4774896,-1.0504521
194,why did andrew not lose heart even though he had been marooned ?,implicit,"there was once a rich peasant who had two sons , named john nicholas and lucky andrew . the oldest was one of those fellows of whom one never can quite make head or tail . he was a most unpleasant customer to deal with , and he was more grasping and greedy than the folk of the northland are , as a rule , though it is only too rare to find them unblessed with these attractive qualities . the other , lucky andrew , was wild and high spirited , but always good natured , and no matter how badly off ",he was high spirited .,because he was born under a lucky star .,andrew,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015401555084618098,"[0.5, 1.0, 1.0, 1.0]",0.01831563888873418,0.2,1,5,0.0002820893212548129,"[0.5, 1.0, 1.0, 1.0]",0.00033546262790251185,0.1111111111111111,1,9,0.8022637367248535,0.788777232170105,-1.1057436,-1.7027721
195,why did snorro lose all chance of finding the magic carbuncle ?,implicit,"no one knew what had become of them ; a few people were inclined to think that the dwarf and his raven had accompanied the countess fraukirk and the countess helga on their flight , but the greater part of the islanders held to the belief , which i think was the true one , that the powers of the air spirited snorro away , and shut him up in some unknown place as a punishment for his wickedness , and that his raven accompanied him . at any rate , he was never seen again by any living person , and",he did not live on the island anymore .,he no longer lived near wart hill .,None of the above choices,0.15384615384615385,0.0,0.15384615384615385,0.15384615384615385,0.0,0.0,0.0,0.0,0.12267223791558805,"[0.3333333333333333, 0.2, 0.25, 0.3333333333333333]",0.4493289641172217,0.5555555555555556,5,9,0.1259933680597235,"[0.16666666666666666, 0.2, 0.25, 0.3333333333333333]",0.5488116360940264,0.625,5,8,0.85318922996521,0.8261191248893738,-1.3206885,-1.2625105
196,why did the king say tomorrow was the princess' wedding day ?,implicit,"now , the king had a daughter , who was just as beautiful as her dead mother , and had just such golden hair . one day when she had grown up , her father looked at her , and saw that she was exactly like her mother , so he said to his councillors , ' i will marry my daughter to one of you , and she shall be queen , for she is exactly like her dead mother , and when i die her husband shall be king . ' but when the princess heard of her father 's decision , she was not at all pleased , and said to",he made her the dresses and coat .,he finished the tasks / requests .,the princess,0.22222222222222224,0.0,0.22222222222222224,0.22222222222222224,0.28571428571428575,0.0,0.28571428571428575,0.28571428571428575,0.037829991229878616,"[0.6666666666666666, 0.5, 1.0, 1.0]",0.049787068367863944,0.25,2,8,0.06237111121110017,"[0.6666666666666666, 0.5, 1.0, 1.0]",0.0820849986238988,0.2857142857142857,2,7,0.836478054523468,0.8331336975097656,-1.6978251,-1.4231006
197,how did the king feel about dullhead as a son-in-law ?,implicit,"after a time they all came to a town where a king reigned whose daughter was so serious and solemn that no one could ever manage to make her laugh . so the king had decreed that whoever should succeed in making her laugh should marry her . when dullhead heard this he marched before the princess with his goose and its appendages , and as soon as she saw these seven people continually running after each other she burst out laughing , and could not stop herself . then dullhead claimed her as his br",unhappy .,upset .,None of the above choices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2295748846661433,"[0.16666666666666666, 0.2, 0.25, 0.3333333333333333]",1.0,2.5,5,2,0.2295748846661433,"[0.16666666666666666, 0.2, 0.25, 0.3333333333333333]",1.0,2.5,5,2,0.8480187654495239,0.8448755145072937,-1.248003,-1.4502697
198,why was the cottager treated differently after returning to the wedding-feast ?,implicit,"once upon a time there was a big wedding at a certain farmstead , and a certain cottager was on his way to the wedding - feast . as he chanced to cross a field , he found a milk - strainer , such as are usually made of cows ' tails , and looking just like an old brown rag . he picked it up , for he thought it could be washed , and then he would give it to his wife for a dish - rag . but when he came to the house where they were celebrating the wedding , it seemed as though no one saw him . the b",they could see him .,he was received in right friendly fashion .,they were celebrating,0.28571428571428575,0.0,0.28571428571428575,0.28571428571428575,0.0,0.0,0.0,0.0,0.2758512992979459,"[0.5, 0.3333333333333333, 0.5, 1.0]",0.513417119032592,0.6,3,5,0.08533418657851909,"[0.25, 0.3333333333333333, 0.5, 1.0]",0.18887560283756186,0.375,3,8,0.8789910674095154,0.8583468794822693,-1.165354,-1.0028467
199,how did the farmer feel when his pears disappeared ?,implicit,"when the bonze had begun to make his magic , the farmer , too , had mingled with the crowd . with neck outstretched and staring eyes he had stood there and had entirely forgotten the business he hoped to do with his pears . when the bonze had gone off he turned around to look after his cart . his pears had all disappeared . then he realized that the pears the bonze had divided had been his own . he looked more closely , and the axle of his cart had disappeared . it was plainly evident that it ha",mad .,rage .,None of the above choices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2295748846661433,"[0.16666666666666666, 0.2, 0.25, 0.3333333333333333]",1.0,2.5,5,2,0.2295748846661433,"[0.16666666666666666, 0.2, 0.25, 0.3333333333333333]",1.0,2.5,5,2,0.8462674617767334,0.8458003997802734,-1.611443,-1.6832222
200,how did maie feel after she found out about fairy cows ?,implicit,"matte did not understand . he had never read kalevala and knew nothing of the sea gods of old , but the students proceeded to explain to him . ' ahti , ' said they , ' is a mighty king who lives in his dominion of ahtola , and has a rock at the bottom of the sea , and possesses besides a treasury of good things . he rules over all fish and animals of the deep ; he has the finest cows and the swiftest horses that ever chewed grass at the bottom of the ocean . he who stands well with ahti is soon ",excited .,excited .,matte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30934850332660563,"[0.5, 1.0, 1.0, 1.0]",0.36787944117144233,0.5,1,2,0.30934850332660563,"[0.5, 1.0, 1.0, 1.0]",0.36787944117144233,0.5,1,2,0.9082605242729187,0.9082605242729187,-0.7374492,-0.7374492
201,why did the princess not tell the huntsmen she was the king's daughter ?,implicit,"the sun rose and she still slept on and on , although it was nearly noon . now , it happened that the king to whom this wood belonged was hunting in it . when his dogs came to the tree , they sniffed , and ran round and round it , barking . the king said to the huntsmen , ' see what sort of a wild beast is in there . ' the huntsmen went in , and then came back and said , ' in the hollow tree there lies a wonderful animal that we do n't know , and we have never seen one like it ; its skin is made",she did not want the king to find her .,she would have been forced into marriage .,The huntsmen did not know the king,0.5,0.28571428571428575,0.5,0.5,0.0,0.0,0.0,0.0,0.20024850746991507,"[0.625, 0.42857142857142855, 0.16666666666666666, 0.2]",0.6514390575310556,0.7,7,10,0.13540372457315733,"[0.125, 0.14285714285714285, 0.16666666666666666, 0.2]",0.8668778997501817,0.875,7,8,0.8985908627510071,0.851600170135498,-1.1713376,-1.5172141
